author,datePublished,summary,title
Frank Jack Daniel,"June 3, 2019 /  5:13 AM / Updated an hour ago","MEXICO CITY (Reuters) - Fighting to stave off punitive tariffs announced by U.S. President Donald Trump, a senior Mexican delegation was set to begin high level talks on Monday in Washington, where it will be pushed to do more to hold back Central American migrants.  ","Reeling from tariff threat, Mexico begins immigration talks in Washington"
,"May 27, 2019 /  10:41 PM / Updated 15 minutes ago","The NFL likely will investigate an altercation between Dallas Cowboys running back Ezekiel Elliott and a security officer to determine whether Elliott violated any terms of a previous suspension agreement, Yahoo Sports reported Monday. ",Report: NFL to review video of Cowboys' Elliott altercation
,"June 3, 2019 /  4:07 PM / Updated 3 hours ago",(Reuters) - Alphabet Inc’s shares fell as much as 7% on Monday following reports that the U.S. Justice Department may investigate Google for hampering competition. ,Alphabet shares slide 7% on possible DoJ antitrust probe
Jan  Wolfe,"June 2, 2019 /  2:37 PM / Updated 5 hours ago","(Reuters) - The U.S. Justice Department is preparing an investigation of Alphabet Inc’s Google to determine whether the technology company violated laws to ensure fair competition, two sources familiar with the matter said. ",Explainer: Why Google has a target on its back in Washington
Emma Thomasson,"June 3, 2019 /  5:09 PM / Updated 2 hours ago","BERLIN (Reuters) - French retailer Carrefour SA has seen sales boosted by the use of blockchain ledger technology to track meat, milk and fruit from farms to stores and will extend it to more products to increase shopper trust, an executive said on Monday. ",Carrefour says blockchain tracking boosting sales of some products
,"June 3, 2019 /  5:44 PM / Updated an hour ago","WASHINGTON (Reuters) - The U.S. Justice Department has jurisdiction for a potential probe of Apple Inc as part of a broader review of whether technology giants are using their size to act in an anti-competitive manner, two sources told Reuters. ",Exclusive: U.S. Justice Dept considering Apple probe - sources
,"June 3, 2019 /  4:49 PM / Updated 2 hours ago","HELSINKI (Reuters) - Nokia has attracted increased interest in its next-generation telecoms equipment in recent weeks, helping it to move ahead of Chinese rival Huawei in total 5G orders, one of the Finnish company’s directors said. ",Nokia says it has moved ahead of Huawei in 5G orders
,"June 3, 2019 /  6:48 PM / Updated 17 minutes ago",Shares of Apple Inc were down nearly 3% in afternoon trading on Mon following a Reuters report that the U.S. Dept of Justice was given jurisdiction to include the iPhone maker as part of broader antitrust probe. ,Apple dips on news of DoJ antitrust probe
Stephen Nellis,"June 3, 2019 /  11:04 AM / Updated 7 minutes ago","(Reuters) - Apple Inc on Monday launched a “Sign In With Apple” function to rival Facebook and Google web login accounts, drawing a contrast with rivals by stressing protection of users’ private information. ","Apple introduces web login, stresses privacy in challenge to Google, Facebook"
,"June 3, 2019 /  4:19 PM / Updated 3 hours ago","MOSCOW (Reuters) - Russia said on Monday it had added the popular dating app Tinder to a list of entities obliged to hand over user data and messages to law enforcement agencies on demand, including the main successor agency to the Soviet-era KGB.  ",Russia orders Tinder dating app to share user data on demand
,"June 3, 2019 /  4:03 PM / Updated an hour ago","(Reuters) - The Federal Trade Commission (FTC) has secured the right to examine how Facebook Inc’s practices affect its digital competition, the Wall Street Journal reported on Monday. ",FTC wins right for competition probe at Facebook: WSJ
author,datePublished,summary,title
,"June 3, 2019 /  10:47 PM / Updated 18 minutes ago","WASHINGTON (Reuters) - The full U.S. House of Representatives will vote next week on  whether to hold Attorney General William Barr in contempt for failing to comply with a subpoena seeking the full, unredacted report on Russian meddling in the 2016 election, House aides said on Monday. ",House to vote next week on whether to find Barr in contempt
Mark Hosenball,"May 31, 2019 /  8:50 PM / 3 days ago",WASHINGTON (Reuters) - U.S. House Intelligence Committee Chairman Adam Schiff on Friday warned the FBI and U.S. spy agencies that President Donald Trump is trying to “politicize” U.S. intelligence and law enforcement. ,House Intelligence chief warns spy agencies of Trump 'politicization'
Tom Hals,"May 30, 2019 /  4:38 PM / 4 days ago",(Reuters) - A federal judge rejected on Thursday an effort by the Trump administration to begin construction on a wall on the border with Mexico while it appeals a ruling that found funding for the wall was likely not authorized by Congress. ,U.S. judge rejects Trump administration move to start wall construction
,"May 30, 2019 /  9:18 PM / 4 days ago","WASHINGTON (Reuters) - U.S. President Donald Trump is preparing to threaten Mexico with tariffs in an effort to get the country to crack down on migrants seeking asylum in the United States, the Washington Post reported on Thursday. ",Trump ready to threaten Mexico with tariffs over immigration: Washington Post
Steve Holland,"May 30, 2019 /  1:26 PM / 4 days ago","WASHINGTON (Reuters) - U.S. President Donald Trump on Thursday scornfully rejected ‘disgusting’ talk among Democrats about launching an impeachment inquiry against him in the aftermath of the Russia probe, saying he did nothing to merit such an outcome. ","Trump says impeachment is 'dirty, filthy, disgusting word'"
,"May 30, 2019 /  4:31 PM / 4 days ago","(Reuters) - Canadian telecom provider Rogers Communications Inc’s vice chairman, Philip Lind, said on Thursday that Huawei Technologies Co should be banned from Canada’s 5G network, Bloomberg reported. ",Rogers vice chairman calls for banning Huawei from Canada's 5G network: Bloomberg
Guy Faulconbridge,"May 30, 2019 /  2:21 PM / 4 days ago","LONDON (Reuters) - Britain may not have made a final decision on allowing China’s Huawei a restricted role in building parts of its 5G network, U.S. President Donald Trump’s national security adviser John Bolton said on Thursday. ",Britain may not have made final decision on Huawei and 5G: Bolton says
Tim Reid,"May 21, 2019 /  11:30 PM / 13 days ago","LOS ANGELES (Reuters) - A comedian who asked for help with her love life on Twitter said she was left “crying and shaking” from an inspirational phone call with Democratic presidential candidate Elizabeth Warren on Tuesday, after the two had connected on the social media platform. ","After joking tweet, comedian gets love life advice from Democratic candidate Warren"
,"May 21, 2019 /  2:32 PM / 13 days ago",WASHINGTON (Reuters) - U.S. House of Representatives Judiciary Chairman Jerrold Nadler said on Tuesday he was willing to go to court to force former White House counsel Don McGahn to testify at a hearing on the federal investigation into Russian election interference. ,House panel chairman threatens to force McGahn testimony in court
,"May 21, 2019 /  8:33 PM / 13 days ago",WASHINGTON (Reuters) - Acting U.S. Defense Secretary Patrick Shanahan said on Tuesday after briefing lawmakers on the threat from Iran that the United States had deterred possible attacks by deploying forces to the region. ,Shanahan says after Iran briefing U.S. deployment has deterred attacks
David Shepardson,"May 21, 2019 /  6:57 PM / 13 days ago",WASHINGTON (Reuters) - California and its high-speed rail authority filed suit on Tuesday to prevent the Trump administration from canceling a nearly $1 billion federal grant awarded in 2010 for a “bullet” train project hobbled by extensive delays and rising costs. ,California sues Trump administration over withholding high-speed rail funds
,"May 22, 2019 /  11:36 PM / 12 days ago",TOKYO (Reuters) - Japan’s Panasonic Corp said on Thursday it has stopped shipments of certain components to Huawei Technologies  to comply with U.S. restrictions on the Chinese company. ,Panasonic suspends some component shipments to Huawei amid U.S. blacklist
,"May 22, 2019 /  5:29 PM / 12 days ago",WASHINGTON (Reuters) - U.S. President Donald Trump on Wednesday accused the top Democrats in Congress of “tearing the United States apart” by pursuing investigations stemming from the now-concluded Russia probe. ,Trump accuses Democratic leaders of 'tearing the United States apart'
Gabriela Mello,"May 22, 2019 /  8:06 PM / 12 days ago","SAO PAULO (Reuters) - Brazilian wireless carrier TIM Participacoes SA said on Wednesday it is using equipment provided by China’s Huawei Technologies Co Ltd to conduct fifth-generation wireless technology (5G) tests in Florianopolis, a city in the south. ",Brazil wireless carrier TIM uses equipment from China's Huawei for 5G tests
Ginger Gibson,"May 17, 2019 /  4:05 PM / 17 days ago",WASHINGTON (Reuters) - U.S. Senator Elizabeth Warren on Friday called for overhauling federal law to ensure that women continue to have access to abortion amid efforts in states like Alabama and Ohio to enact bans on the procedure.  ,U.S. Senator Warren calls for federal laws protecting abortion access
,"May 21, 2019 /  11:18 PM / 13 days ago",WASHINGTON (Reuters) - The two top Democrats in Congress said on Tuesday that talks with Republican lawmakers and White House officials on federal spending were “productive.” ,"Democrats Pelosi, Schumer say budget talks 'productive'"
Loren Elliott,"May 15, 2019 /  10:05 PM / in 18 days","MCALLEN, Texas (Reuters) - Reuters photos taken on Wednesday show adults and children outside the U.S. Border Patrol station for migrants in McAllen, Texas, sleeping on the ground and rigging up makeshift awnings with reflective blankets to shelter from the sun. ","Migrants sleep on ground, rig awnings at Texas Border Patrol station"
"Steve Holland,Roberta Rampton","May 15, 2019 /  5:52 PM / 18 days ago","WASHINGTON (Reuters) - U.S. President Donald Trump will outline on Thursday a plan to harden border security and overhaul the legal immigration system to favor applicants who speak English, are well-educated and have job offers, senior administration officials said. ",Trump to propose plan to make U.S. immigration more merit-based
,"May 17, 2019 /  12:42 PM / 17 days ago","BRUSSELS (Reuters) - German Finance Minister Olaf Scholz said on Friday he expected the Organisation for Economic Cooperation and Development (OECD) will agree a minimum level of taxation for digital companies such as Amazon, Google and Facebook by mid-2020. ",German finance minister expects OECD deal on digital tax in 2020
Karen Freifeld,"May 17, 2019 /  11:05 PM / in 17 days"," (Corrects title in 17th paragraph of this May 17 story to say “Chief Financial Officer” Meng Wanzhou, not “Chief Executive Officer”.) ",Exclusive: U.S. may scale back Huawei trade restrictions to help existing customers
